OBJECTID,STNCODE,STNNAME,ADDRESS1,ADDRESS2,CITY,STATE,ZIP,STNTYPE,STFIPS
"600","PAR","Parkesburg, Pennsylvania","W. First and S. Culvert Streets","","Parkesburg","PA","19365","RAIL","42"
"601","PAS","Pasadena, California","150 South Los Robles Ave.","Pasadena Hilton Hotel","Pasadena","CA","91101-2441","BUS","06"
"602","PBF","Poplar Bluff, Missouri","400 South Main St.","","Poplar Bluff","MO","63901-5855","RAIL","29"
"604","PCH","Port Charlotte, Florida","909 King Highway","Amoco/BP Convenience Store, I-75 exit 170","Port Charlotte","FL","33980-4248","BUS","12"
"605","PCT","Princeton, Illinois","107 Bicentennial Dr.","","Princeton","IL","61356","RAIL","17"
"606","PCV","Placerville, California","Mosquito Rd. and Clay St.","Placerville Station Transit Center","Placerville","CA","95667","BUS","06"
"607","PDX","Portland, Oregon","800 NW Sixth Ave.","Union Station","Portland","OR","97209-3789","RAIL","41"
"608","PEN","Pendleton, Oregon","320 SW Court Street","Greyhound Station","Pendleton","OR","97801","BUS","41"
"609","PGH","Pittsburgh, Pennsylvania","1100 Liberty Avenue","","Pittsburgh","PA","15222","RAIL","42"
"610","PHA","Phoenix (Airport), Arizona","3400 East Sky Harbor Blvd.","City-to-City Transport Desk, Terminals 2, 3, or 4","Phoenix","AZ","85034","BUS","04"
"611","PHG","Phoenix (Greyhound), Arizona","2115 East Buckeye Road","","Phoenix","AZ","85034","BUS","04"
"612","PHL","Philadelphia (30th St), Pennsylvania","2955 Market St.","30th Street Station","Philadelphia","PA","19104-2898","RAIL","42"
"613","PHN","Philadelphia (North), Pennsylvania","2900 North Broad St.","Broad St. and Glenwood Ave.","Philadelphia","PA","19132-2400","RAIL","42"
"614","PIA","Peoria, Illinois","6100 West Everett M. Dirksen Parkway","Greater Peoria Airport, lower level","Peoria","IL","61607-1220","BUS","17"
"615","PIC","Picayune, Mississippi","US 11 at Tate Street","","Picayune","MS","39466","RAIL","28"
"616","PIT","Pittsfield, Massachusetts","1 Columbus Avenue","at North St. (US Hwy 7)","Pittsfield","MA","01201-5058","RAIL","25"
"617","PJC","Princeton Junction, New Jersey","2 Wallace Road","","Princeton Junction","NJ","08550-1008","RAIL","34"
"667","RHI","Rhinecliff, New York","Hutton and Charles Sts.","","Rhinecliff","NY","12574","RAIL","36"
"668","RIC","Richmond, California","1700 Nevin Avenue","BART Station","Richmond","CA","94802","RAIL","06"
"669","RIV","Riverside, California","4066 Vine St.","Metrolink Station","Riverside","CA","92507-4223","RAIL","06"
"670","RKF","Rockford, Michigan","US 131 & 10 Mile Road NE","Amoco Station, Exit 97","Rockford","MI","49341","BUS","26"
"671","RKV","Rockville, Maryland","251 Hungerford Drive at Park Rd.","Metro/Amtrak/MARC station","Rockville","MD","20850","RAIL","24"
"672","RLN","Rocklin, California","Rocklin Rd. and Railroad Ave.","","Rocklin","CA","95677","RAIL","06"
"673","RMT","Rocky Mount, North Carolina","101 Hammond Street","","Rocky Mount","NC","27804-5820","RAIL","37"
"674","RNO","Reno, Nevada","280 North Center St.","East Commercial Row and Center St., by Harrah's Ca","Reno","NV","89501-1425","RAIL","32"
"675","ROC","Rochester, New York","320 Central Avenue","","Rochester","NY","14605","RAIL","36"
"676","ROD","Rockland, Maine","517A Main St.","Maine State Ferry Terminal","Rockland","ME","04841-3366","BUS","23"
"677","ROM","Rome, New York","6599 Martin Street","","Rome","NY","13440","RAIL","36"
"678","ROY","Royal Oak, Michigan","202 South Sherman Ave.","","Royal Oak","MI","48069","RAIL","26"
"679","RPC","Rohnert Park, California","6335 Redwood Drive","Transit Stop","Rohnert Park","CA","94928","BUS","06"
"680","RPH","Randolph, Vermont","South Main and Salisbury Sts.","Depot Square","Randolph","VT","05060","RAIL","50"
"681","RPT","Reedsport, Oregon","1401 Highway 101 South","Sunrise Shop-n-Save","Reedsport","OR","97467-1605","BUS","41"
"683","RSP","Rouses Point, New York","Delaware and Pratt Sts.","","Rouses Point","NY","12979","RAIL","36"
"684","RSV","Roseville, California","201 Pacific Street","","Roseville","CA","95678-2242","RAIL","06"
"685","RTE","Westwood, Route 128 Station, Massachusetts","50 University Ave","","Westwood","MA","02090-2307","RAIL","25"
"686","RTL","Rantoul, Illinois","West Sangamon and North Kentucky Aves.","","Rantoul","IL","61866","RAIL","17"
"687","RTZ","Ritzville, Washington","1503 South Smittys Blvd.","Zips Drive Inn","Ritzville","WA","99169","BUS","53"
"688","RUD","Rutland, Vermont","25 Evelyn Street","","Rutland","VT","05701","RAIL","50"
"689","RUG","Rugby, North Dakota","201 West Dewey Street","","Rugby","ND","58368","RAIL","38"
"690","RVM","Richmond (Main St), Virginia","1500 East Main Street","","Richmond","VA","23219","RAIL","51"
"691","RVR","Richmond (Staples Mill Rd), Virginia","7519 Staples Mill Road","","Richmond","VA","23228","RAIL","51"
"692","SAB","St. Albans, Vermont","40 Federal Street","","St Albans","VT","05478","RAIL","50"
"693","SAC","Sacramento, California","401 I Street","","Sacramento","CA","95814-2308","RAIL","06"
"694","SAF","Santa Fe (Lamy Shuttle), New Mexico","No specific stop location","Door to door service","Santa Fe","NM","87501","BUS","35"
"695","SAL","Salisbury, North Carolina","Depot and Liberty Sts.","","Salisbury","NC","28144","RAIL","37"
"696","SAN","San Diego (Downtown), California","1050 Kettner Blvd","","San Diego","CA","92101-3339","RAIL","06"
"697","SAO","Saco, Maine","130 Main Street","Saco Island on Main Street","Saco","ME","04072-3502","RAIL","23"
"698","SAP","Santa Paula, California","245 South Palm Avenue","at Highway 126","Santa Paula","CA","93060-3376","BUS","06"
"699","SAR","Saratoga Springs, New York","26 Station Lane","","Saratoga Springs","NY","12866","RAIL","36"
"700","SAS","San Antonio, Texas","350 Hoefgen Street","","San Antonio","TX","78205","RAIL","48"
"701","SAT","Santa Maria, California","205 South Nicholson Avenue","International House of Pancakes","Santa Maria","CA","93455","BUS","06"
"702","SAV","Savannah, Georgia","2611 Seaboard Coastline Drive","","Savannah","GA","31401-1634","RAIL","13"
"703","SBA","Santa Barbara, California","209 State Street","","Santa Barbara","CA","93101-3833","RAIL","06"
"705","SBG","Sebring, Florida","601 East Center St","","Sebring","FL","33870-3513","RAIL","12"
"706","SBY","Shelby, Montana","230 W Central Avenue","","Shelby","MT","59474-2050","RAIL","30"
"708","SCC","Santa Clara (Caltrain/ACE), California","1001 Railroad Ave.","","Santa Clara","CA","95050-4319","BUS","06"
"709","SCD","St. Cloud, Minnesota","555 East St. Germain Street","","St. Cloud","MN","56304-0751","RAIL","27"
"710","SCH","Schriever, Louisiana","Hwy 20 and Hwy 24","","Schriever","LA","70395","RAIL","22"
"711","SCS","Sacramento (State Capitol), California","1389 10th Street","Drop-Only Bus Stop","Sacramento","CA","95814-4905","BUS","06"
"712","SCZ","Santa Cruz (Metro Center), California","920 Pacific Ave","Highway 17 Express - Metro Center Boards Lane 2","Santa Cruz","CA","95060","BUS","06"
"713","SDL","Slidell, Louisiana","1827 Front Street","","Slidell","LA","70458","RAIL","22"
"714","SDY","Schenectady, New York","332 Erie Blvd.","","Schenectady","NY","12305-1817","RAIL","36"
"716","SEA","Seattle (Amtrak), Washington","303 South Jackson Street","King St. Station","Seattle","WA","98104-2868","RAIL","53"
"717","SED","Sedalia, Missouri","100 block of Main Street, through parking lot","Temporary entrance due to construction","Sedalia","MO","65301","RAIL","29"
"718","SFA","Sanford (Auto Train), Florida","600 South Persimmon Avenue","","Sanford","FL","32771-2385","RAIL","12"
"719","SFC","San Francisco (Ferry), California","101 The Embarcadero","at Mission St. and The Embarcadero","San Francisco","CA","94105-1216","BUS","06"
"720","SFF","San Francisco (Financial), California","5 Embarcadero Center","Corner of California & Drumm Streets","San Francisco","CA","94111-4800","BUS","06"
"721","SFM","San Francisco (Conv Ctr), California","747 Howard St.","4th & Howard Sts. - Moscone Convention Ctr.","San Francisco","CA","94103-3118","BUS","06"
"722","SFP","San Francisco (Caltrain), California","700 4th St.","Fourth and Townsend Sts. - Caltrain Station","San Francisco","CA","94107-1617","BUS","06"
"723","SFS","San Francisco (Shopping), California","835 Market Street","Westfield San Francisco Centre","San Francisco","CA","94103-1901","BUS","06"
"724","SFW","San Francisco (Wharf), California","Beach St. & The Embarcadero","Pier 39 - Fisherman's Wharf","San Francisco","CA","94133","BUS","06"
"725","SHR","Shreveport, Louisiana","451 Clyde Fant Parkway","Eldorado Casino Hotel, bus lobby","Shreveport","LA","71101-3206","BUS","22"
"726","SIM","Simi Valley, California","5050 Los Angeles Avenue","Amtrak/Metrolink Station","Simi Valley","CA","93063","RAIL","06"
"727","SJC","San Jose, California","65 Cahill Street","","San Jose","CA","95110","RAIL","06"
"728","SJM","St. Joseph, Michigan","410 1/2 Vine Street","","St. Joseph","MI","49085","RAIL","26"
"729","SKN","Stockton (711-718), California","735 S. San Joaquin St","","Stockton","CA","95203","RAIL","06"
"730","SKT","Stockton (ACE, 701-704), California","949 East Channel St.","Robert J. Cabral Station","Stockton","CA","95202","RAIL","06"
"731","SKW","Skykomish, Washington","90000 Highway 2","(westbound - Sky Chalet)","Skykomish","WA","98288","BUS","53"
"732","SKY","Sandusky, Ohio","1200 North Depot St.","at Shelby St.","Sandusky","OH","44870-3165","RAIL","39"
"733","SLC","Salt Lake City, Utah","340 South 600 West","","Salt Lake City","UT","84101","RAIL","49"
"735","SLH","Stateline Transit Center, California","4114 Lake Tahoe Blvd","Transportation Center","Stateline","CA","96150","BUS","06"
"736","SLM","Salem, Oregon","500 13th Street SE","","Salem","OR","97301","RAIL","41"
"737","SLO","San Luis Obispo, California","1011 Railroad Avenue","","San Luis Obispo","CA","93401-4449","RAIL","06"
"738","SLP","San Luis Obispo (Cal Poly), California","Grand Avenue & Deer Road","Vista Grande Restaurant","San Luis Obispo","CA","93401","BUS","06"
"740","SLT","South Lake Tahoe, California","1000 Emerald Bay Road","South Y Transit Center","South Lake Tahoe","CA","96151","BUS","06"
"741","SLV","Solvang, California","1630 Mission Drive","","Solvang","CA","93463","BUS","06"
"742","SLY","Salisbury, Maryland","350 Cypress St.","Greyhound Station","Salisbury","MD","21801-4036","BUS","24"
"743","SMC","San Marcos, Texas","338 South Guadalupe St.","San Marcos Intermodal Station","San Marcos","TX","78666-6310","RAIL","48"
"744","SMD","Madison (South), Wisconsin","Hwy 51 & East Broadway Ave.","Dutch Mill Park and Ride","Madison","WI","53716","BUS","55"
"745","SMT","Summit, Illinois","Archer Ave. and South Center Ave.","","Summit","IL","60501","RAIL","17"
"746","SNA","Santa Ana, California","1000 East Santa Ana Boulevard","Santa Ana Regional Transportation Center","Santa Ana","CA","92701","RAIL","06"
"747","SNB","San Bernardino (Amtrak Station), California","1170 West Third Street (all Trains and Buses)","** Night Buses will drop at McDonalds, 699 2nd St.","San Bernardino","CA","92410","RAIL","06"
"748","SNC","San Juan Capistrano, California","26701 Verdugo Street","","San Juan Capistrano","CA","92675","RAIL","06"
"749","SND","Sanderson, Texas","201 West Downey Street","","Sanderson","TX","79848","RAIL","48"
"750","SNP","San Clemente Pier, California","Avenida del Mar and Avenida Victoria","(615 Avenida Victoria) at the San Clemente Pier","San Clemente","CA","92672","RAIL","06"
"751","SNS","Salinas, California","Station Place and Railroad Avenue","(30 Station Place)","Salinas","CA","93901-1432","RAIL","06"
"752","SOB","South Bend, Indiana","2702 West Washington Avenue","","South Bend","IN","46628","RAIL","18"
"753","SOD","Soda Springs, California","22002 Donner Pass Rd.","Donner Summit Lodge","Soda Springs","CA","95728","BUS","06"
"754","SOL","Solana Beach, California","105 North Cedros Avenue","Solana Beach Transit Center","Solana Beach","CA","92075","RAIL","06"
"755","SOP","Southern Pines, North Carolina","235 Northwest Broad Street","","Southern Pines","NC","28387","RAIL","37"
"756","SPB","Spartanburg, South Carolina","290 Magnolia St","","Spartanburg","SC","29303","RAIL","45"
"757","SPD","San Pedro (Catalina Terminal), California","1st Stop:  N.Front & Swinford, Berth 95, Catalina","Catalina Terminal (Air and Sea)","San Pedro","CA","90731","BUS","06"
"758","SPG","Springfield, Massachusetts","66 Lyman St.","","Springfield","MA","01103","RAIL","25"
"759","SPI","Springfield, Illinois","East Washington and North Third Sts.","","Springfield","IL","62701-1106","RAIL","17"
"760","SPK","Spokane, Washington","221 W. 1st Avenue","Spokane Train and Bus Station","Spokane","WA","99201-3704","RAIL","53"
"761","SPL","Staples, Minnesota","First & Fourth Aves","","Staples","MN","56479","RAIL","27"
"762","SPM","South Shore-South Portsmouth, Kentucky","Main St & US 23","","South Shore","KY","41174","RAIL","21"
"763","SPO","San Pedro (Downtown), California","931 S. Gaffey St.","","San Pedro","CA","90731","BUS","06"
"764","SPR","Sparks, Nevada (Train Stop)","Nugget Ave. east of 11th St.","SP/UP Rail Yard","Sparks","NV","89431","RAIL","32"
"765","SPT","Sandpoint, Idaho","450 Railroad Avenue","Former Northern Pacific Station","Sandpoint","ID","83864","RAIL","16"
"766","SPX","Sparks, Nevada (Thruway Buses)","1100 Nugget Avenue","John Ascuaga's Nugget Hotel and Casino","Sparks","NV","89431","BUS","32"
"768","SRA","Sarasota, Florida","1993 Main Street","US 301 and Main Street, Hollywood 20 complex","Sarasota","FL","34231","BUS","12"
"769","SRC","Santa Rosa, California","175 Railroad Street","Courtyard Marriott Hotel","Santa Rosa","CA","95401","BUS","06"
"770","SRT","Searsport, Maine","161 East Main St.","Steamboat Mobil","Searsport","ME","04974-3322","BUS","23"
"771","SSD","Seaside, Oregon","1215 S. Holladay Drive","Del's Chevron, South Holladay Dr at US 101/26","Seaside","OR","97301","BUS","41"
"772","SSM","Selma, North Carolina","500 East Railroad Street","","Selma","NC","27576","RAIL","37"
"773","SSW","Stevens Pass, Washington","US Highway 2 at Summit Parking Lot","WB stop on north side, EB stop on south side US2","Stevens Pass","WA","98826","BUS","53"
"774","STA","Staunton, Virginia","1 Middlebrook Avenue","","Staunton","VA","24401","RAIL","51"
"775","STG","St. George, Utah","1235 South Bluff St.","McDonalds Restaurant","St. George","UT","84770-5249","BUS","49"
"776","STI","St. Ignace, Michigan","448 North State St.","St. Ignace Bus Station","St. Ignace","MI","49781-1427","BUS","26"
"777","STL","St. Louis, Missouri","551 South 16th St.","","St. Louis","MO","63103","RAIL","29"
"778","STM","Stamford, Connecticut","Washington Blvd and South State St.","Amtrak/Metro-North Station","Stamford","CT","06902","RAIL","09"
"779","STN","Stanley, North Dakota","Main Street & Railroad Avenue","","Stanley","ND","58784","RAIL","38"
"780","STP","St Petersburg-Pinellas Park-Clearwater, Florida","5251 110th Avenue North","Pinellas Park Square, Suite 101","Clearwater","FL","33760-4846","BUS","12"
"781","SUI","Suisun, California","177 Main Street","","Suisun","CA","94585","RAIL","06"
"782","SUN","Sunriver, Oregon","One Center Drive","Sunriver Lodge and Resort","Sunriver","OR","97707","BUS","41"
"783","SUT","Sun City, California","26908 Cherry Hills Blvd.","In front of CL Travel Agency","Sun City","CA","92586","BUS","06"
"785","SVF","Seattle (Ferry - Pier 69), Washington","2701 Alaskan Way","Victoria Clipper Ferry, Pier 69","Seattle","WA","98121","OTHER","53"
"786","SVP","Stevens Point, Wisconsin","200 Division St.","Olympic Family Restaurant","Stevens Point","WI","54481-1843","BUS","55"
"787","SVT","Sturtevant, Wisconsin","9900 East Exploration Court","","Sturtevant","WI","53177","RAIL","55"
"788","SVY","Scotts Valley, California","246 Kings Village Rd.","Scotts Valley Transit Center","Scotts Valley","CA","95066-4029","BUS","06"
"789","SYR","Syracuse, New York","131 Alliance Bank Parkway","Regional Transportation Center","Syracuse","NY","13208","RAIL","36"
"790","TAC","Tacoma, Washington","1001 Puyallup Avenue","","Tacoma","WA","98421-2122","RAIL","53"
"791","TAY","Taylor, Texas","118 East First St.","Union Pacific Yard Office","Taylor","TX","76574-3627","RAIL","48"
"792","TCA","Toccoa, Georgia","47 North Alexander St.","","Toccoa","GA","30577","RAIL","13"
"793","TCL","Tuscaloosa, Alabama","2105 Greensboro Ave","","Tuscaloosa","AL","35401","RAIL","01"
"794","TDO","Toledo, Oregon","1805 NW Highway 20","Dairy Queen/Valley Retriever Bus Stop","Toledo","OR","97391","BUS","41"
"795","TEH","Tehachapi, California","Westside of Mullbery Street","50 Yards off Tehachapi Blvd","Tehachapi","CA","93561","BUS","06"
"796","TFI","Twin Falls, Idaho","1135 Blue Lakes Circle","Snake River Chevron","Twin Falls","ID","83301-4832","BUS","16"
"797","THD","The Dalles, Oregon","201 East Federal Street","City Transportation Center","The Dalles","OR","97058","BUS","41"
"798","THN","Thurmond, West Virginia","Hwy 25 & Hwy 2","platform 1000 ft north of intersection","Thurmond","WV","25936","RAIL","54"
"800","TLS","Tulsa, Oklahoma","317 South Detroit St.","","Tulsa","OK","74120-2424","BUS","40"
"801","TLT","Tilton, New Hampshire","I-93 and US hwy 3","Evans Expressmart/Exxon Station","Tilton","NH","03276","BUS","33"
"802","TOC","Truth or Consequences, New Mexico","8 South Date St.","CW's Premium Water & Ice","Truth or Consequences","NM","87901-2848","BUS","35"
"803","TOH","Tomah, Wisconsin","North Superior Ave. and Washington St.","","Tomah","WI","54660","RAIL","55"
"804","TOL","Toledo, Ohio","415 Emerald Ave.","Central Union Plaza","Toledo","OH","43604-8817","RAIL","39"
"805","TOP","Topeka, Kansas","500 SE Holliday Place","East 5th & Holliday Streets","Topeka","KS","66607-1100","RAIL","20"
"806","TPA","Tampa, Florida","601 North Nebraska Ave","","Tampa","FL","33602-3555","RAIL","12"
"807","TPL","Temple, Texas","315 West Ave B","","Temple","TX","76501","RAIL","48"
"808","TRA","Tracy, California","725 West Clover Road","Wendy's Restaurant","Tracy","CA","95376-1746","BUS","06"
"809","TRE","Trenton, New Jersey","72 South Clinton Avenue","","Trenton","NJ","08609-1238","RAIL","34"
"810","TRI","Trinidad, Colorado","110 West Pine Street","*(Pine St & North Commercial St)","Trinidad","CO","81082","RAIL","08"
"811","WSP","Westport, New York","Hwy 9N and Ledge Hill Rd","at Hwy 9N and railroad tracks","Westport","NY","12993","RAIL","36"
"812","WSS","White Sulphur Springs, West Virginia","315 West Main Street","","White Sulphur Springs","WV","24986","RAIL","54"
"813","WST","Wiscasset, Maine","279 Bath Rd.","Huber's Market","Wiscasset","ME","04578-4624","BUS","23"
"814","WSU","Wausau, Wisconsin","2415 Trailwood Lane","Lamers Bus Lines station","Mosinee","WI","54455-7820","BUS","55"
"815","WTH","Winter Haven, Florida","1800 7th St SW","","Winter Haven","FL","33880-4375","RAIL","12"
"816","WTI","Waterloo, Indiana","Lincoln and Center Street","","Waterloo","IN","46793","RAIL","18"
"817","WTN","Williston, North Dakota","1 South Main Street","","Williston","ND","58801-6057","RAIL","38"
"818","WTS","Willits, California","200 E. Commercial Street","California Western Railroad Depot","Willits","CA","95490","BUS","06"
"819","WWD","Wildwood, Florida","601 North Main Street","","Wildwood","FL","34785-3842","OTHER","12"
"820","YAZ","Yazoo City, Mississippi","West Broadway (SR149) and North Water Street","222 West Broadway?","Yazoo City","MS","39194","RAIL","28"
"821","YEM","Yemassee, South Carolina","9 Main Street","","Yemassee","SC","29945","RAIL","45"
"822","YNY","Yonkers, New York","5 Buena Vista Ave.","Amtrak/Metro-North Station","Yonkers","NY","10701-3544","RAIL","36"
"823","YOS","Yosemite National Park, California","9006 Yosemite Lodge Drive","Yosemite Park Lodge","Yosemite National Park","CA","95389","BUS","06"
"824","YUM","Yuma, Arizona","281 Gila Street","","Yuma","AZ","85364","RAIL","04"
"825","EMI","Escanaba, Michigan","2901 27th Avenue North","Delta Area Transit Authority bus stop","Escanaba","MI","49829","BUS","26"
"826","HGH","Houghton, Michigan","Townsend Drive and Hubbell Street","Michigan Tech University, Memorial Union","Houghton","MI","49931","BUS","26"
"827","MTO","Manton, Michigan","Junction U.S. 131 & M-42","Manton Shell Station","Manton","MI","49663","BUS","26"
"828","MQT","Marquette, Michigan","1325 Commerce Drive","Marquette Transit Authority","Marquette","MI","49855","BUS","26"
"829","GBY","Green Bay, Wisconsin","800 Cedar Street","Greyhound Station","Green Bay","WI","54301","BUS","55"
"830","MTC","Manitowoc, Wisconsin","1701 South 41st Street","Shell Station","Manitowoc","WI","54220","BUS","55"
"831","MWI","Marinette, Wisconsin","W 1390 Old Peshtigo Road","Shell Station/Taco Bell","Marinette","WI","54143","BUS","55"
"832","OCO","Oconto, Wisconsin","517 Smith Avenue","Shell Station","Oconto","WI","54153","BUS","55"
"833","JNL","June Lake, California","June Lake Loop","June Lake Ski Area Parking Lot","June Lake","CA","95529","BUS","06"
"835","MHC","Morgan Hill, California","17300 Depot Street","Caltrain Station","Morgan Hill","CA","95037","RAIL","06"
"836","SFV","San Francisco (Civic Center), California","1150 Market Street","North side, between 7th and 8th Streets","San Francisco","CA","94102","BUS","06"
"837","SES","Seaside, California","Playa Ave & California Ave","Edgewater Transit Exchange (980 Playa Ave?)","Seaside","CA","93955","BUS","06"
"838","YOW","Yosemite National Park (White Wolf), California","Old Tioga ROad at Highway 120 East","White Wolfe Lodge","Yosemite National Park","CA","95389","BUS","06"
"840","LVN","Lee Vining, California","30 Main Street","Lake View Lodge","Lee Vining","CA","93541","BUS","06"
"841","MMK","Mammoth Lake, California","1 Minaret Road","Mammoth Mountain Inn","Mammoth Lakes","CA","93546","BUS","06"
"842","YOC","Yosemite National Park (Curry Village), California","Curry Village","","Yosemite National Park","CA","95389","BUS","06"
"843","YOT","Yosemite National Park (Tuolumne), California","Tuolumne Meadows Visitors Center","Highway 120 East","Yosemite National Park","CA","95389","BUS","06"
"844","YOV","Yosemite National Park (Visitor Center), Californi","National Park Visitor Center","Yosemite Village. Transfer Point to park shuttles","Yosemite National Park","CA","95389","BUS","06"
"845","YOA","Yosemite National Park (Ahweehnee Htl.), Californi","Yosemite Village","","Yosemite National Park","CA","95389","BUS","06"
"846","YOF","Yosemite National Park (Crane Flat), California","Old Tioga Pass Highway (Highway 120 East)","Crane Flat Gas Station-Chevron","Yosemite National Park","CA","95389","BUS","06"
"847","PDL","Prunedale, California","Highway 156 and Highway 101","Caltrans Park-and-Ride Lot","Prunedale","CA","93907","BUS","06"
"848","SHB","Sheboygan, Wisconsin","830 Pennsylvania Avenue","Sheboygan Transit Transfer Center","Sheboygan","WI","53081","BUS","55"
"849","CDE","Cambridge, Maryland","100 Heron Boulevard","Hyatt Regency Chesapeake Bay Resort","Cmbridge","MD","21613","BUS","24"
"850","SLS","Salisbury (BayRunner Shuttle), Maryland","547E Riverside Drive","BayRunner Shuttle","Salisbury","MD","21801","BUS","24"
"851","ESN","Easton Airport, Maryland","29137 Newman Road","Easton Airport - Main Terminal","Easton","MD","21601","BUS","24"
"853","BBS","Barstow (Bus), California","1611 East Main Street","","Barstow","CA","92311-3239","BUS","06"
"854","BDR","Bend, OR","3075 North Business Highway 97","The Riverhouse Resort","Bend","OR","97701","BUS","41"
"855","CBZ","Cabazon, CA","49500 Seminole Drive","Morongo Casino, Hotel & Spa","Cabazon","CA","92230","BUS","06"
"856","CNV","Castleton, VT","266 Main Street","","Castleton","VT","05735","RAIL","50"
"857","ESG","El Segundo, CA","700 South Douglas Street","Douglas Green Line Station","El Segundo","CA","90245","BUS","06"
"858","GTP","Grants Pass, OR","460 NE Agness Avenue","Grants Pass Transportation Ctr/Greyhound Station","Grants Pass","OR","97526","BUS","41"
"859","HOP","Hope, AR","100 East Division Street","","Hope","AR","71801","RAIL","05"
"860","JNC","Jacksonville, NC","850 New Bridge Street","","Jacksonville","NC","28540","BUS","37"
"861","KNC","Kinston, NC","101 East New Bern Road","Vistor and Information Center","Kinston","NC","28504","BUS","37"
"880","ALA","Alanson, MI","7640 Burr Avenue","Marathon Gas Station EZ-Mart","Alanson","MI","49706","BUS","26"
"881","ALM","Alpena, MI","2060 Michigan Highway 32 West","Thunder Baykery","Alpena","MI","49707","BUS","26"
"882","AGM","Augusta, ME","9 Industrial Drive","Transportation Center","Augusta","ME","04330","BUS","23"
"883","BCY","Bay City, MI","1124 Washington Avenue","Central Bus Terminal","Bay City","MI","48708","BUS","26"
"884","BVD","Beaver Dam, WI","817 Park Avenue","Crossroads Shell Station","Beaver Dam","WI","53916","BUS","55"
"885","BND","Bend, OR","334 Hawthorne Avenue","Hawthorne Station Intermodal Center","Bend","OR","97701","BUS","41"
"886","BLG","Billings, MT","2501 1st Avenue North","Bus Station","Billings","MT","59701","BUS","30"
"887","BIG","Biloxi, MS","820 Martin Luther King Jr. Boulevard","Greyhound Bus Station","Biloxi","MS","39530","BUS","28"
"888","BLK","Blacksburg, VA","291 Alumni Mall -- Transit Concourse","Exterior Bus Shelter and Interior Waiting Lounge","Blacksburg","VA","24061","BUS","51"
"889","BOZ","Bozeman, MT","6505 Jack Rabbit Lane","Flying J/Conoco Travel Plaza","Bozeman","MT","59714","BUS","30"
"890","BRR","Brent, AL","10393 Alabama Highway 5","Wendy's Restaurant","Brent","AL","35034","BUS","01"
"891","BKO","Brookings, OR","624 Railroad Street","Southwest Point Depot","Brookings","OR","97415","BUS","41"
"892","BRY","Bryan, TX","301 East 26th Street","Greyhound Station, Roy Kelly Parking Garage","Bryan","TX","77803","BUS","48"
"893","BUV","Buena Vista, CO","27318 County Road 314","Veterans of Foreign Wars","Buena Vista","CO","81211","BUS","08"
"894","BUT","Butte, MT","1324 Harrison Avenue","Bus Station","Butte","MT","59701","BUS","30"
"895","CMD","Camden, AL","8 Claiborne Street","Shell Gas Station","Camden","AL","36726","BUS","01"
"896","CVJ","Cave Junction, OR","406 Redwood Coast Highway","Junction Inn","Cave Junction","OR","97523","BUS","41"
"965","PAD","Paducah, KY","2719 Irvin Cobb Avenue","Greyhound Bus Station","Paducah","KY","42001","BUS","21"
"966","PNK","Pennsauken, NJ","215 Derousse Avenue","Transit Center","Pennsauken","NJ","08110","BUS","34"
"967","PSS","Palm Springs Downtown, CA","190 North Indian Canyon Drive","SunLine Transit Bus Stop at southeast corner of I*","Palm Springs Downtown","CA","92262","BUS","06"
"968","PJT","Pine Junction, CO","76 Mount Evans Boulevard","Denver RTA Park-n-Ride Lot","Pine Junction","CO","80470","BUS","08"
"969","PSG","Poncha Springs, CO","6250 US Highway 285","High Valley Center Pub & Grub","Poncha Springs","CO","81242","BUS","08"
"970","PDG","Portland, OR","550 NW 6th Avenue","Greyhound Station","Portland","OR","97209","BUS","41"
"971","PVW","Prairie View, TX","44814 US Highway 290 Business","Unco Food Store and Gas Station","Prairie View","TX","77446","BUS","48"
"972","RVT","Rio Vista, CA","28 South Front Street","Delta Breeze Transit Bus Stop","Rio Vista","CA","94571","BUS","06"
"973","RNK","Roanoke, VA","710 Williamson Road NE","Civic Center Parking Lot C","Roanoke","VA","24016","BUS","51"
"974","RKI","Rock Island, IL","3500 5th Avenue","Augustana College Carver P.E. Center","Rock Island","IL","61201","BUS","17"
